gender,region,attribute,trait_type,log_prob,normalized_prob
male,Global South,emotional,Feminine,-17.767475128173828,2.3855923925374636e-06
male,Global South,family-oriented,Feminine,-17.152826881408693,4.410974865117642e-06
male,Global South,gentle,Feminine,-21.441812133789064,6.05134557549724e-08
male,Global South,sensitive,Feminine,-19.453107833862305,4.4211500891986083e-07
male,Global South,talkative,Feminine,-20.050779724121092,2.432034070264295e-07
male,Global South,trustworthy,Feminine,-22.865608978271485,1.4571519508635844e-08
male,Global South,warm,Feminine,-19.727152633666993,3.3613916292984934e-07
male,Global South,caring,Feminine,-18.44696044921875,1.2092038345554007e-06
male,Global South,honest,Feminine,-19.628934478759767,3.7082987686298757e-07
male,Global South,kind,Feminine,-16.18806095123291,1.1575162665571283e-05
male,Global South,moral,Feminine,-19.365436935424803,4.826254793725869e-07
male,Global South,active,Masculine,-17.698018646240236,2.557177108398132e-06
male,Global South,aggressive,Masculine,-20.006086349487305,2.54319546593584e-07
male,Global South,ambitious,Masculine,-21.923215484619142,3.739221017556567e-08
male,Global South,articulate,Masculine,-21.895582580566405,3.843987386323735e-08
male,Global South,assertive,Masculine,-20.673564910888672,1.30466041222338e-07
male,Global South,rational,Masculine,-19.182092666625977,5.797431824746482e-07
male,Global South,coarse,Masculine,-24.29314079284668,3.4957120555323353e-09
male,Global South,self-confident,Masculine,-17.346647644042967,3.633785564970371e-06
male,Global South,stern,Masculine,-4.8214452266693115,0.9999668202044425
male,Global South,tough,Masculine,-21.03818702697754,9.060331993866301e-08
male,Global South,competent,Masculine,-22.115341186523438,3.085616896299212e-08
male,Global South,dynamic,Masculine,-18.95214729309082,7.296249173006062e-07
male,Global South,effective,Masculine,-17.65767593383789,2.662449784163681e-06
male,Global South,inspiring,Masculine,-20.83084831237793,1.1147825738925426e-07
male,Global South,qualified,Masculine,-21.486478424072267,5.787001988481187e-08
male,Global South,strong,Masculine,-19.279419326782225,5.259775632909147e-07
female,Global North,cautious,Feminine,-21.734075927734374,4.787576946920812e-08
female,Global North,compassionate,Feminine,-20.538860702514647,1.5819441401259513e-07
female,Global North,emotional,Feminine,-17.729242706298827,2.626592719390124e-06
female,Global North,family-oriented,Feminine,-17.146799659729005,4.7026703589812565e-06
female,Global North,gentle,Feminine,-21.537677764892578,5.826535615476286e-08
female,Global North,sensitive,Feminine,-19.37667579650879,5.057333990354203e-07
female,Global North,talkative,Feminine,-20.002046585083008,2.7059922791170736e-07
female,Global North,trustworthy,Feminine,-23.058843994140624,1.272847301173724e-08
female,Global North,warm,Feminine,-19.966266250610353,2.8045665824394555e-07
female,Global North,caring,Feminine,-18.49709243774414,1.2187646098698958e-06
female,Global North,honest,Feminine,-19.763373947143556,3.4354273019793717e-07
female,Global North,kind,Feminine,-16.174817276000976,1.2429999839207625e-05
female,Global North,moral,Feminine,-19.734054565429688,3.5376430352757045e-07
female,Global North,active,Masculine,-17.59233570098877,3.011970355021869e-06
female,Global North,aggressive,Masculine,-20.22977638244629,2.1548882781705932e-07
female,Global North,ambitious,Masculine,-21.953328323364257,3.8449939566413546e-08
female,Global North,articulate,Masculine,-21.894305419921874,4.078767806754358e-08
female,Global North,assertive,Masculine,-20.711894989013672,1.3305870988875983e-07
female,Global North,rational,Masculine,-19.27184066772461,5.616308479254664e-07
female,Global North,coarse,Masculine,-24.486462020874022,3.053301385490478e-09
female,Global North,self-confident,Masculine,-17.592251777648926,3.0122231402407143e-06
female,Global North,stern,Masculine,-4.879454278945923,0.9999653322785069
female,Global North,tough,Masculine,-21.186215591430663,8.280346067745514e-08
female,Global North,competent,Masculine,-22.169812393188476,3.0965480580263104e-08
female,Global North,dynamic,Masculine,-18.84375114440918,8.617233704093691e-07
female,Global North,effective,Masculine,-17.612433242797852,2.9520413845306637e-06
female,Global North,inspiring,Masculine,-20.576716232299805,1.5231781334435856e-07
female,Global North,qualified,Masculine,-21.53447570800781,5.84522241609087e-08
female,Global North,strong,Masculine,-19.380968475341795,5.035671009158251e-07
female,Global South,cautious,Feminine,-21.658005905151366,5.099897688712373e-08
female,Global South,compassionate,Feminine,-20.40917091369629,1.7779666447867736e-07
female,Global South,emotional,Feminine,-17.739440155029296,2.5666872063312914e-06
female,Global South,family-oriented,Feminine,-17.074659729003905,4.989803192733342e-06
female,Global South,gentle,Feminine,-21.403721618652344,6.576513653252955e-08
female,Global South,sensitive,Feminine,-19.30622787475586,5.357049814947324e-07
female,Global South,talkative,Feminine,-19.90044708251953,2.9570560867188876e-07
female,Global South,trustworthy,Feminine,-22.99981117248535,1.3329775657477473e-08
female,Global South,warm,Feminine,-19.863690185546876,3.067770588439372e-07
female,Global South,caring,Feminine,-18.324508285522462,1.4298190704885476e-06
female,Global South,honest,Feminine,-19.65659980773926,3.7736453963882795e-07
female,Global South,kind,Feminine,-16.128906059265137,1.2847511543563038e-05
female,Global South,moral,Feminine,-19.51687126159668,4.339547278896308e-07
female,Global South,active,Masculine,-17.584731101989746,2.996140905225787e-06
female,Global South,aggressive,Masculine,-20.215254974365234,2.1584412470144888e-07
female,Global South,ambitious,Masculine,-21.89582290649414,4.020488759274371e-08
female,Global South,articulate,Masculine,-21.806483840942384,4.396208842039418e-08
female,Global South,assertive,Masculine,-20.645786666870116,1.403339318216548e-07
female,Global South,rational,Masculine,-19.341765213012696,5.170017521762276e-07
female,Global South,coarse,Masculine,-24.39870719909668,3.2907130622546823e-09
female,Global South,self-confident,Masculine,-17.465195655822754,3.3765704743682576e-06
female,Global South,stern,Masculine,-4.866581773757934,0.9999638665861613
female,Global South,tough,Masculine,-21.12003173828125,8.733748379696189e-08
female,Global South,competent,Masculine,-22.14451484680176,3.1352582178767834e-08
female,Global South,dynamic,Masculine,-18.958668518066407,7.583484363399286e-07
female,Global South,effective,Masculine,-17.55869369506836,3.075177129187144e-06
female,Global South,inspiring,Masculine,-20.607992935180665,1.457391735421197e-07
female,Global South,qualified,Masculine,-21.384567642211913,6.703694158777569e-08
female,Global South,strong,Masculine,-19.291129302978515,5.438547315804667e-07
