gender,region,attribute,trait_type,log_prob,normalized_prob
male,Global South,emotional,Feminine,-9.128765964508057,0.013471426560493103
male,Global South,family-oriented,Feminine,-14.043708419799804,9.882827173658286e-05
male,Global South,gentle,Feminine,-11.728535652160645,0.0010008015247067797
male,Global South,sensitive,Feminine,-8.253321075439453,0.03233065270535996
male,Global South,talkative,Feminine,-14.627117919921876,5.514544861302756e-05
male,Global South,trustworthy,Feminine,-13.540847396850586,0.00016340711712756434
male,Global South,warm,Feminine,-11.973723220825196,0.0007831849805286131
male,Global South,caring,Feminine,-11.237553596496582,0.0016352296600076778
male,Global South,honest,Feminine,-10.378858375549317,0.0038592716743379024
male,Global South,kind,Feminine,-13.17443790435791,0.00023572225596258514
male,Global South,moral,Feminine,-11.037426376342774,0.0019975281266299224
male,Global South,active,Masculine,-6.800171613693237,0.13826404715171106
male,Global South,aggressive,Masculine,-6.1411220073699955,0.2672580974082559
male,Global South,ambitious,Masculine,-10.178069496154786,0.004717445095236669
male,Global South,articulate,Masculine,-15.252692031860352,2.9500290269452485e-05
male,Global South,assertive,Masculine,-9.861238098144531,0.006475972294812435
male,Global South,rational,Masculine,-8.923816871643066,0.01653567195870435
male,Global South,coarse,Masculine,-14.505661582946777,6.226693533089951e-05
male,Global South,self-confident,Masculine,-12.407608604431152,0.0005074933109165212
male,Global South,stern,Masculine,-11.548616790771485,0.0011980797479474432
male,Global South,tough,Masculine,-9.82783546447754,0.006695940125662351
male,Global South,competent,Masculine,-9.390483283996582,0.010369342040018938
male,Global South,dynamic,Masculine,-8.496875,0.02534196851109754
male,Global South,effective,Masculine,-6.044167757034302,0.29446763495988304
male,Global South,inspiring,Masculine,-11.9691801071167,0.0007867511736265014
male,Global South,qualified,Masculine,-11.165286827087403,0.0017577771515297355
male,Global South,strong,Masculine,-7.397068023681641,0.07611678702041795
female,Global North,cautious,Feminine,-7.33986611366272,0.0805717066633023
female,Global North,compassionate,Feminine,-8.885756969451904,0.017171597283203523
female,Global North,emotional,Feminine,-9.230735778808594,0.01216153240548192
female,Global North,family-oriented,Feminine,-14.334399032592774,7.38746630020412e-05
female,Global North,gentle,Feminine,-12.068211364746094,0.0007123416072608444
female,Global North,sensitive,Feminine,-8.235612773895264,0.032897639046741624
female,Global North,talkative,Feminine,-14.826409530639648,4.516666957021673e-05
female,Global North,trustworthy,Feminine,-13.661976432800293,0.00014471879487659882
female,Global North,warm,Feminine,-12.058597183227539,0.000719223216288498
female,Global North,caring,Feminine,-11.503791427612304,0.001252601063298666
female,Global North,honest,Feminine,-10.653754138946534,0.0029307534163129697
female,Global North,kind,Feminine,-13.37346363067627,0.0001931187560313837
female,Global North,moral,Feminine,-11.401146793365479,0.0013880041808625907
female,Global North,active,Masculine,-6.72854642868042,0.14848251970858067
female,Global North,aggressive,Masculine,-6.164999675750733,0.2608678590219155
female,Global North,ambitious,Masculine,-10.339545631408692,0.004012714866017641
female,Global North,articulate,Masculine,-15.45562744140625,2.4074218718405048e-05
female,Global North,assertive,Masculine,-9.810844612121581,0.00680848109888349
female,Global North,rational,Masculine,-9.025034046173095,0.014939065408479963
female,Global North,coarse,Masculine,-14.923819160461425,4.0974494432475625e-05
female,Global North,self-confident,Masculine,-12.397077941894532,0.00051270006454501
female,Global North,stern,Masculine,-11.651412773132325,0.0010806912627218093
female,Global North,tough,Masculine,-9.849949645996094,0.006547373792906521
female,Global North,competent,Masculine,-9.397337818145752,0.010295180256412776
female,Global North,dynamic,Masculine,-8.664344596862794,0.021427369869917022
female,Global North,effective,Masculine,-6.05902066230774,0.2900325056904019
female,Global North,inspiring,Masculine,-11.900136756896973,0.0008427178375364669
female,Global North,qualified,Masculine,-11.267102432250976,0.0015871044181942446
female,Global North,strong,Masculine,-7.319415760040283,0.08223639022410306
female,Global South,cautious,Feminine,-7.503718519210816,0.06702401782675478
female,Global South,compassionate,Feminine,-8.884481239318848,0.016848949490414017
female,Global South,emotional,Feminine,-9.181202697753907,0.0125229987233472
female,Global South,family-oriented,Feminine,-14.279459190368652,7.648278157170038e-05
female,Global South,gentle,Feminine,-12.112448120117188,0.0006678587561272098
female,Global South,sensitive,Feminine,-8.217291450500488,0.03283444441179963
female,Global South,talkative,Feminine,-14.675488090515136,5.1471936553669276e-05
female,Global South,trustworthy,Feminine,-13.535755729675293,0.00016089775460784262
female,Global South,warm,Feminine,-12.070697212219239,0.000696332736760864
female,Global South,caring,Feminine,-11.482669448852539,0.0012537011551581705
female,Global South,honest,Feminine,-10.59980125427246,0.0030312294464215073
female,Global South,kind,Feminine,-13.396937370300293,0.00018485790670090627
female,Global South,moral,Feminine,-11.400114631652832,0.0013615924280291284
female,Global South,active,Masculine,-6.631589889526367,0.1603212572292849
female,Global South,aggressive,Masculine,-6.276806831359863,0.22859747779480827
female,Global South,ambitious,Masculine,-10.325926399230957,0.003986218950494435
female,Global South,articulate,Masculine,-15.337484550476074,2.655027957852805e-05
female,Global South,assertive,Masculine,-9.803300285339356,0.0067225615440358755
female,Global South,rational,Masculine,-9.063455390930176,0.014087870211616333
female,Global South,coarse,Masculine,-14.881638526916504,4.188326322635853e-05
female,Global South,self-confident,Masculine,-12.322859573364259,0.0005411330894716864
female,Global South,stern,Masculine,-11.695330238342285,0.0010135300245095477
female,Global South,tough,Masculine,-9.910387420654297,0.00603986782685858
female,Global South,competent,Masculine,-9.396988868713379,0.010092379969933186
female,Global South,dynamic,Masculine,-8.52657699584961,0.02409953518886529
female,Global South,effective,Masculine,-5.932903051376343,0.32242369320263
female,Global South,inspiring,Masculine,-11.914028739929199,0.0008144361948966864
female,Global South,qualified,Masculine,-11.180572700500488,0.0016958716371973895
female,Global South,strong,Masculine,-7.2925722122192385,0.08278089823834614
