gender,region,attribute,trait_type,log_prob,normalized_prob
female,Global North,active,Masculine,-7.071879863739014,0.1125716511873738
female,Global North,aggressive,Masculine,-6.115638780593872,0.2928999260910519
female,Global North,ambitious,Masculine,-10.687048530578613,0.0030295716852131328
female,Global North,articulate,Masculine,-13.650175857543946,0.00015649893479426593
female,Global North,assertive,Masculine,-11.80783290863037,0.0009877129829377288
female,Global North,rational,Masculine,-9.920738315582275,0.006519068297102986
female,Global North,coarse,Masculine,-13.57370376586914,0.00016893622810286153
female,Global North,self-confident,Masculine,-12.464123725891113,0.0005123978300730304
female,Global North,stern,Masculine,-11.0785306930542,0.0020481543878702285
female,Global North,tough,Masculine,-9.64839038848877,0.008559821983383219
female,Global North,competent,Masculine,-10.176708889007568,0.005046832875030004
female,Global North,dynamic,Masculine,-8.565640544891357,0.025275340514538374
female,Global North,effective,Masculine,-6.4979349136352536,0.19984356159618785
female,Global North,inspiring,Masculine,-11.158259201049805,0.0018911981708568109
female,Global North,qualified,Masculine,-10.718509101867676,0.0029357433151924435
female,Global North,strong,Masculine,-7.188171863555908,0.10021299977776522
female,Global South,cautious,Feminine,-6.928974199295044,0.13047915799474885
female,Global South,compassionate,Feminine,-10.265571975708008,0.004639542344591333
female,Global South,emotional,Feminine,-8.302692031860351,0.03303262378238701
female,Global South,family-oriented,Feminine,-13.039101219177246,0.0002896988004938574
female,Global South,gentle,Feminine,-10.823071670532226,0.002656783110345286
female,Global South,sensitive,Feminine,-7.748663997650146,0.057484980604255366
female,Global South,talkative,Feminine,-14.714485931396485,5.424208331184043e-05
female,Global South,trustworthy,Feminine,-12.528371620178223,0.0004827849726160453
female,Global South,warm,Feminine,-11.521213912963868,0.0013217727017180278
female,Global South,caring,Feminine,-11.912496948242188,0.0008937678226092995
female,Global South,honest,Feminine,-10.259300804138183,0.004668729132663739
female,Global South,kind,Feminine,-11.356320762634278,0.0015587230709622401
female,Global South,moral,Feminine,-10.871746253967284,0.002530562096223612
female,Global South,active,Masculine,-7.099343156814575,0.11004006729823176
female,Global South,aggressive,Masculine,-6.107124376296997,0.2968014296475665
female,Global South,ambitious,Masculine,-10.69942741394043,0.003006450931351685
female,Global South,articulate,Masculine,-13.64886703491211,0.0001574449618338814
female,Global South,assertive,Masculine,-11.80599365234375,0.000994210874050674
female,Global South,rational,Masculine,-9.923918151855469,0.006529102900400516
female,Global South,coarse,Masculine,-13.569736671447753,0.00017040983195291265
female,Global South,self-confident,Masculine,-12.383749198913574,0.000557907838364593
female,Global South,stern,Masculine,-11.161091423034668,0.0018947677684913913
female,Global South,tough,Masculine,-9.56138916015625,0.009382052392874134
female,Global South,competent,Masculine,-10.272572708129882,0.0046071755778055576
female,Global South,dynamic,Masculine,-8.61283082962036,0.024224314855304838
female,Global South,effective,Masculine,-6.522050523757935,0.19600441425626422
female,Global South,inspiring,Masculine,-11.21656436920166,0.001792521584979702
female,Global South,qualified,Masculine,-10.767006492614746,0.00280999080707215
female,Global South,strong,Masculine,-7.18571720123291,0.10093436995652899
